Product Name,Product URL,Product Price,Product Rating,Product Rating Count,ASIN,Manufacturer,Description
"Street27® Korean Canvas Corduroy Tote Bag Casual Work Shoulder Handbags | Multi-Purpose Bag |Sturdy Canvas Bag with Large Capacity | Shopping Bag for Office, College & Daily Use",https://www.amazon.in/Street27%C2%AE-Canvas-Corduroy-Tote-Multi-Purpose/dp/B0BQCBHJLP/ref=sr_1_155?keywords=Bags&qid=1697641112&sr=8-155,474,5.0 out of 5 stars,1,B0BQCBHJLP,Street27,Description:
Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women-Black,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_156?keywords=Bags&qid=1697641112&sr=8-156,799,4.4 out of 5 stars,36,Not found,Not found,Not found
Aristrocrat Unisex Laptop Bag Grey,https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_157?keywords=Bags&qid=1697641112&sr=8-157,663,3.7 out of 5 stars,158,B0B5YHC1W5,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement"
"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NX7HTX/ref=sr_1_158?keywords=Bags&qid=1697641112&sr=8-158,509,4.0 out of 5 stars,"13,852",Not found,Not found,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics."
Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_159?keywords=Bags&qid=1697641112&sr=8-159,849,4.3 out of 5 stars,8,B07WN833M7,Lunar's,Not found
"TRAWOC Travel Backpack - Versatile 30 Litre Laptop Backpack for Men & Women, Ideal Casual Bag for office and day trip.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDI3OTMzMzY2MDczNjU1OjE2OTc2NDExMTI6c3BfYnRmOjMwMDA2MzYwMTQ4MjgzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-trip-Olivegreen%2Fdp%2FB0CFFJ9FDQ%2Fref%3Dsr_1_160_sspa%3Fkeywords%3DBags%26qid%3D1697641112%26sr%3D8-160-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,899,4.0 out of 5 stars,89,B0CFFJ9FDQ,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 30-liter capacity, measured at 54 cm x 32 cm x 18 cm, makes it a perfect fit for a 2-3 day trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and a side water bottle pocket for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organization, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customize the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDI3OTMzMzY2MDczNjU1OjE2OTc2NDExMTI6c3BfYnRmOjMwMDAyOTcwMTAzMDUzMjo6MDo6&url=%2FSPENZ-BAGS-Backpack-Raincover-Dark-Blue%2Fdp%2FB0C3RJP6ZM%2Fref%3Dsr_1_161_sspa%3Fkeywords%3DBags%26qid%3D1697641112%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,829,3.8 out of 5 stars,"2,013",B0C3RJP6ZM,Spenz Bags,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment."
"MS MAGIC SECRET Portable Heating Pad, Lower Back Pain Relief Fast Heating Pad, 3-Speed Temperature Adjustment and 4-Speed Massage Modes, Menstrual Heating Pad for Women and Girl",https://aax-eu.amazon.in/x/c/RHB5s-l-W9WSE_ztP0wi74cAAAGLQ0unkAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBB6PCw/https://www.amazon.in/MS-Portable-Temperature-Adjustment-Menstrual/dp/B0BWWNXT55/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B0BWWNXT55&pd_rd_r=15a417fd-c4ce-412b-aca2-b2002a0d1d4e&pd_rd_w=lrO8p&pd_rd_wg=bhhcd&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=HQW5Q4MG2ADGVJC3HQ32&qid=1697641112&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-145-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"1,299",3.7 out of 5 stars,"1,238",MS MAGIC SECRET,26 February 2023,Not found
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Navy Blue 35L, Unisex Bag",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM5MzcyMjI1ODczNjU1OjE2OTc2NDExMTg6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg1MDMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9GRNX8R%2Fref%3Dsr_1_161_sspa%3Fkeywords%3DBags%26qid%3D1697641118%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,999,3.6 out of 5 stars,11,B0C9GRNX8R,STRABO BAGS AND ACCESSORIES LLP,Not found
Gear Elevate Faux Leather 20L Water Resistant Anti-Theft Laptop Bag/Backpack/Office Bag with RainCover for Men/Women (Navy-Mint),https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM5MzcyMjI1ODczNjU1OjE2OTc2NDExMTg6c3BfYXRmX25leHQ6MzAwMDY1NzMyOTg1NDMyOjowOjo&url=%2FGear-Resistant-Anti-Theft-RainCover-Navy-Mint%2Fdp%2FB0CHYNQLK4%2Fref%3Dsr_1_162_sspa%3Fkeywords%3DBags%26qid%3D1697641118%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,899",4.4 out of 5 stars,204,B0CHYNQLK4,Gear Merchandise PVT LTD,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality.
Aristrocrat Unisex Laptop Bag Grey,https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_163?keywords=Bags&qid=1697641118&sr=8-163,663,3.5 out of 5 stars,30,B0B5YHC1W5,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement"
"Amazon Basics Opel Laptop Bag/Office/College Backpack for 15.6 inch laptop(20 L, Black)",https://www.amazon.in/Amazon-Basics-Laptop-College-Backpack/dp/B0C8NX7HTX/ref=sr_1_164?keywords=Bags&qid=1697641118&sr=8-164,509,3.9 out of 5 stars,475,Not found,Not found,"Use this spacious, convenient backpack from Amazon Basics for college or work. It features a 15.6-inch laptop compartment, a spacious compartment and a quick-access front pocket. It Is made from fabric with a polyester lining, both with PU coating. Get this high-quality product at a great price from Amazon Basics."
Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7/ref=sr_1_165?keywords=Bags&qid=1697641118&sr=8-165,849,4.0 out of 5 stars,586,B07WN833M7,Lunar's,Not found
HP 330 15.6-inch Laptop Backpack/Trolley Pass-Through; Padded Back Panel; Padded air mesh Panel/Hand wash and air Dry/1 Year Limited Warranty (793A7AA),https://www.amazon.in/HP-15-6-inch-Backpack-Pass-Through-793A7AA/dp/B0BYDWD4VL/ref=sr_1_161?keywords=Bags&qid=1697641118&sr=8-161,799,4.0 out of 5 stars,285,Not found,Not found,Not found
Gear Suave Business 25L Medium Water Resistant Anti-Theft Laptop Bag/Office Backpack For Men/Women (Black),https://www.amazon.in/Gear-Business-Anti-Theft-Office-Backpack/dp/B0B466YD7L/ref=sr_1_162?keywords=Bags&qid=1697641118&sr=8-162,783,4.3 out of 5 stars,"1,101",B0B466YD7L,"E/12 West Chowbaga, Gulshan Colony, Kolkata 700100","Edgy, enduring, eclectic bags for the journey called life"
TRUE HUMAN® Anti-Theft backpack with USB charging port and combination Number lock Laptop bag/office bag/travel bag for men and women,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_163?keywords=Bags&qid=1697641118&sr=8-163,499,4.2 out of 5 stars,639,B09H7PK5ML,1,"Product description Features: Made of durable and Eco-friendly water resistant oxford textile fabric, keep your laptop dry from small rain. Built-in well padded laptop sleeve with elastic velcro strap closure. Soft air permeability padded back cushion shoulder straps make it light and make you all day comfortable. Multiple compartments allow you to keep all of your stuffs secure and organized. Night vision reflective design, which keeps you safe while bicycling at night. A anti-theft zipped pocket for your valuables. This laptop bag can used for daily walk-around, work, school, day trips, vacation, travel, day hikes ,camping etc. What you can put in this laptop backpack? - You can put 2-3 clothes, A4 books, 15.6"" laptop, i-pad, glasses, wallet, keys, earphone, power bank, camera, cell phone and document in the back pack. - You Get What You pay for! Don't compare with cheaply made, Considering the high quality of the material, components, finishing and overall design it is exceptional value for money."
"TRUE HUMAN® Emperor Anti-Theft backpack with combination lock Laptop bag,office bag for Men and Women | College Bags for Girls & Boys (Zyden)",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_164?keywords=Bags&qid=1697641118&sr=8-164,499,4.2 out of 5 stars,"8,604",zyden-1,B09VCHV6T5,Not found
"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",https://www.amazon.in/Zebronics-Techshield-Compartment-15-6-inch-Polyester/dp/B0C6QTMYFG/ref=sr_1_165?keywords=Bags&qid=1697641118&sr=8-165,498,3.6 out of 5 stars,47,Not found,Not found,"Zebronics Techsheild A1, 18 Liters, 1 Compartment Laptop Backpack and front pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)"
"Arctic Hunter Gaming Backpack Bag for 15.6 inch Laptop, Biking Backpack, Water-Resistant Stylish Semi-Hard Armored Backpack with USB Port for Men and Women Daily Use Students, Black",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM5MzcyMjI1ODczNjU1OjE2OTc2NDExMTg6c3BfbXRmOjIwMDY4MTk0MzM0MTAzOjowOjo&url=%2FSemi-Hard-Anti-Theft-Backpack-Waterproof-Charging%2Fdp%2FB07X399726%2Fref%3Dsr_1_166_sspa%3Fkeywords%3DBags%26qid%3D1697641118%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,491",4.3 out of 5 stars,"1,818",Not found,Not found,Not found
"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM5MzcyMjI1ODczNjU1OjE2OTc2NDExMTg6c3BfbXRmOjMwMDA2MjM5NzI3MDkzMjo6MDo6&url=%2FZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester%2Fdp%2FB0C6QNNPMM%2Fref%3Dsr_1_167_sspa%3Fkeywords%3DBags%26qid%3D1697641118%26sr%3D8-167-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,398,4.5 out of 5 stars,25,Not found,Not found,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)"
DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),https://www.amazon.in/DAHSHA-Bag-Business-Messenger-Shoulder/dp/B07GCLJTZF/ref=sr_1_168?keywords=Bags&qid=1697641118&sr=8-168,695,3.9 out of 5 stars,475,DAHSHA Enterprise,10 August 2018,Not found
Wooum 48 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm (Navy Blue),https://www.amazon.in/Wooum-Resistance-Backpack-Compartment-50x37x26Cm/dp/B0CKL5VFT7/ref=sr_1_169?keywords=Bags&qid=1697641118&sr=8-169,399,4.0 out of 5 stars,586,B0CKL5VFT7,Wooum,"Wooum 48 liter Laptop Backpack , School Bag ,School backpack for men and women , big size college bags for men and women comes with water resistance material"
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_170?keywords=Bags&qid=1697641118&sr=8-170,"1,600",4.2 out of 5 stars,733,B0B69M182Q,Acefour Accessories Pvt. Ltd.,Not found
Storite Stylish Small PU Leather Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women (25.5 x7x20cm),https://www.amazon.in/Storite-Sling-Bag-Shoulder-25-5cmx7cmx20cm/dp/B09P3RQPCG/ref=sr_1_171?keywords=Bags&qid=1697641118&sr=8-171,749,4.3 out of 5 stars,"1,101",B09P3RQPCG,SaiTech IT Private Limited,"Brand: Storite Product Type: PU Leather Color: Dark Brown Material: Pu Leather Product Dimension: 25.5 x7x 20 cm Belt size : 160 cm Product Description: Perfect messenger bag/shoulder bag/cross body bag/handbag/ hiking or travelling Bag, suitable for office, school, outdoor, business and other occasions. Freely adjustable shoulder strap, you can adjust it according to your height and comfort requirements. The stitching on this product is nice and very strong."
ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,https://www.amazon.in/ZOUK-Printed-Handmade-Leather-handles/dp/B07NHYLTY7/ref=sr_1_172?keywords=Bags&qid=1697641118&sr=8-172,"1,549",4.0 out of 5 stars,285,"Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088",4 February 2019,Not found
"Amazon Basics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_173?keywords=Bags&qid=1697641118&sr=8-173,599,4.2 out of 5 stars,639,Not found,Not found,Not found
"Ezee Garbage Bags - 48X54 Cm (6 Rolls, 180 Bags, Medium, Black, plastic)",https://www.amazon.in/Ezee-Garbage-Bags-48x54-Medium/dp/B074CW3JV4/ref=sr_1_174?keywords=Bags&qid=1697641118&sr=8-174,269,4.2 out of 5 stars,"8,604",Not found,Not found,Not found
Gear Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan),https://www.amazon.in/Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_175?keywords=Bags&qid=1697641118&sr=8-175,985,4.4 out of 5 stars,"1,231",B0BTJ2T26W,Gear Merchandise Pvt Ltd,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality
FASTiNFO - 25L Laptop Backpack | Casual Travel Bagpack | College Bag | Travel Bag for Laptop | Water-Resistant | School Office Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM5MzcyMjI1ODczNjU1OjE2OTc2NDExMTg6c3BfYnRmOjMwMDA3MjU3ODU5NDgzMjo6MDo6&url=%2FFASTiNFO-Backpack-Bagpack-College-Water-Resistant%2Fdp%2FB0CL27MWCS%2Fref%3Dsr_1_176_sspa%3Fkeywords%3DBags%26qid%3D1697641118%26sr%3D8-176-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,149",3.6 out of 5 stars,47,B0CL27MWCS,FastInfo Shop,Not found
TRAWOC Travel Backpack - 40 Litre Laptop Backpack - Suitable for Men and Women - Casual Bag with Rain Cover - Ideal Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODM5MzcyMjI1ODczNjU1OjE2OTc2NDExMTg6c3BfYnRmOjMwMDA2MzYyNTkzMzMzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Suitable-Women-Slate%2Fdp%2FB0CF5DWBGY%2Fref%3Dsr_1_177_sspa%3Fkeywords%3DBags%26qid%3D1697641118%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,299",4.0 out of 5 stars,"1,750",B0CF5DWBGY,TRAWOC Gears,"Introducing the TRAWOC 40 liter travel backpack, a perfect blend of style and functionality. This premium quality backpack for men and women is a versatile piece of luggage, ideal for a 2-3 day trip, or even a weekend getaway. With dimensions of 65 cm x 32 cm x 19 cm, this large backpack offers a capacity of 40 liters, making it a big size bag suitable for all your travelling needs. The main feature of this backpack is one large main compartment, spacious enough to accommodate your essentials comfortably. It also includes a separate padded laptop sleeve that is suitable for a 15.6-inch laptop, ensuring your gadget's safety on the go. In addition, the backpack features three zipper pockets for easy organization of small items and a water bottle pocket for quick hydration access. Crafted from a water-resistant fabric, this backpack is designed to withstand harsh weather conditions. It also comes with an integrated 100% waterproof rain cover stored in a separate pocket, providing an extra layer of protection for your belongings. The TRAWOC backpack is not just about ample space and durability, it also focuses on user comfort. The breathable mesh padded back panel and fully adjustable mesh padded shoulder straps ensure a comfortable carry, reducing stress on your shoulders and back. The backpack is completed with premium quality YKK zippers, buckles, and clips, offering lasting durability and smooth operation. It also comes with a 3-year manufacturer warranty, ensuring the longevity of the product. Whether you're a tourist planning a trekking or hiking trip, a college student looking for a stylish backpack, or a professional needing a reliable laptop bag for the office, this TRAWOC backpack is the ideal choice. It is not just a bag, but a travel companion that is ready to accompany you on every journey."
VISMIINTREND Fashion Leather Anti Theft Backpack Handbag Shoulder Purse Bag with Sling Belt for Women and Girls | Casual | Travel | College | Work | Laptop | Office | Birthday | Gift | Wife | Diwali,https://aax-eu.amazon.in/x/c/RELKFJ43rtFOTk4HvdCKtT8AAAGLQ0u_ogMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICACpdlz/https://www.amazon.in/VISMIINTREND%C2%AE-Backpack-Fashion-Stylish-Tuitions/dp/B08329R8BK/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B08329R8BK&pd_rd_r=81e2ca26-451f-4d0a-826d-aeea9d6e156d&pd_rd_w=z2Tmo&pd_rd_wg=wUSr1&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=TRWK7WF0G2VH6Q76DN2W&qid=1697641118&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-161-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"1,349",4.2 out of 5 stars,"1,340",B08329R8BK,Beena Internationals,Not found
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Khaki 35L, Unisex Bag",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjQxNDAwOTU5MzEwNjU1OjE2OTc2NDExMjU6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg0OTMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9HJD9KN%2Fref%3Dsr_1_177_sspa%3Fkeywords%3DBags%26qid%3D1697641125%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,899,4.0 out of 5 stars,"6,876",B0C9HJD9KN,STRABO BAGS AND ACCESSORIES LLP,Not found
Gear Elevate Faux Leather 20L Water Resistant Anti-Theft Laptop Bag/Backpack/Office Bag with RainCover for Men/Women (Green),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjQxNDAwOTU5MzEwNjU1OjE2OTc2NDExMjU6c3BfYXRmX25leHQ6MzAwMDY1NzMyOTg1MzMyOjowOjo&url=%2FGear-Resistant-Anti-Theft-Backpack-RainCover%2Fdp%2FB0CHYQ8XZ4%2Fref%3Dsr_1_178_sspa%3Fkeywords%3DBags%26qid%3D1697641125%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,899",4.4 out of 5 stars,"7,002",B0CHYQ8XZ4,Gear Merchandise PVT LTD,Each Gear Bag is born in our in-house design & prototyping studio & characterises a recognisable aesthetic & functionality.
DAHSHA Stylish Nylon Small Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),https://www.amazon.in/DAHSHA-Bag-Business-Messenger-Shoulder/dp/B07GCLJTZF/ref=sr_1_179?keywords=Bags&qid=1697641125&sr=8-179,695,4.0 out of 5 stars,"6,876",DAHSHA Enterprise,10 August 2018,Not found
Wooum 48 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm (Navy Blue),https://www.amazon.in/Wooum-Resistance-Backpack-Compartment-50x37x26Cm/dp/B0CKL5VFT7/ref=sr_1_180?keywords=Bags&qid=1697641125&sr=8-180,399,3.8 out of 5 stars,"2,000",B0CKL5VFT7,Wooum,"Wooum 48 liter Laptop Backpack , School Bag ,School backpack for men and women , big size college bags for men and women comes with water resistance material"
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_181?keywords=Bags&qid=1697641125&sr=8-181,"1,600",3.7 out of 5 stars,9,B0B69M182Q,Acefour Accessories Pvt. Ltd.,Not found
Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange),https://www.amazon.in/Dyazo-Resistant-Photographers-Compatible-Panasonic/dp/B0BWWD1QQQ/ref=sr_1_177?keywords=Bags&qid=1697641125&sr=8-177,698,5.0 out of 5 stars,5,B0BWWD1QQQ,Dyazo,". Get your camera on the go with this durable camera backpack. This bag has a grey interior for storing your equipment and possessions, and an adjustable dividers for organization. It also has a tripod holder and a water bottle pocket for hydration purposes."
ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,https://www.amazon.in/ZOUK-Printed-Handmade-Leather-handles/dp/B07NHYLTY7/ref=sr_1_178?keywords=Bags&qid=1697641125&sr=8-178,"1,549",4.3 out of 5 stars,"1,818","Seaturtle Pvt. Ltd. Thakur Compound, 2nd Floor, 3, USV Lane, Deonar, Mumbai, Maharashtra 400088",4 February 2019,Not found
Storite Stylish Small PU Leather Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women (25.5 x7x20cm),https://www.amazon.in/Storite-Sling-Bag-Shoulder-25-5cmx7cmx20cm/dp/B09P3RQPCG/ref=sr_1_179?keywords=Bags&qid=1697641125&sr=8-179,749,4.5 out of 5 stars,25,B09P3RQPCG,SaiTech IT Private Limited,"Brand: Storite Product Type: PU Leather Color: Dark Brown Material: Pu Leather Product Dimension: 25.5 x7x 20 cm Belt size : 160 cm Product Description: Perfect messenger bag/shoulder bag/cross body bag/handbag/ hiking or travelling Bag, suitable for office, school, outdoor, business and other occasions. Freely adjustable shoulder strap, you can adjust it according to your height and comfort requirements. The stitching on this product is nice and very strong."
"Amazon Basics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_180?keywords=Bags&qid=1697641125&sr=8-180,599,3.9 out of 5 stars,245,Not found,Not found,Not found
"Ezee Garbage Bags - 48X54 Cm (6 Rolls, 180 Bags, Medium, Black, plastic)",https://www.amazon.in/Ezee-Garbage-Bags-48x54-Medium/dp/B074CW3JV4/ref=sr_1_181?keywords=Bags&qid=1697641125&sr=8-181,269,3.6 out of 5 stars,47,Not found,Not found,Not found
FASTiNFO - 25L Laptop Backpack | Casual Travel Bagpack | College Bag | Travel Bag for Laptop | Water-Resistant | School Office Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MjQxNDAwOTU5MzEwNjU1OjE2OTc2NDExMjU6c3BfbXRmOjMwMDA3MjU3ODU5NTAzMjo6MDo6&url=%2FFASTiNFO-Backpack-Bagpack-College-Water-Resistant%2Fdp%2FB0CL26883F%2Fref%3Dsr_1_182_sspa%3Fkeywords%3DBags%26qid%3D1697641125%26sr%3D8-182-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"1,199",4.3 out of 5 stars,"10,344",B0CL26883F,FastInfo Shop,Not found
